type,side,qty,symbol,price,oid,remark,2023-09-29T11:58:40.691994
type,side,qty,symbol,price,oid,remark,2023-09-29T11:59:32.896430
type,side,qty,symbol,price,oid,remark,2023-09-29T11:59:32.896660
type,side,qty,symbol,price,oid,remark,2023-09-29T11:59:44.219896
type,side,qty,symbol,price,oid,remark,2023-09-29T11:59:44.220137
type,side,qty,symbol,price,oid,remark,2023-09-29T12:01:04.483971
type,side,qty,symbol,price,oid,remark,2023-09-29T12:01:04.484250
type,side,qty,symbol,price,oid,remark,2023-09-29T12:01:37.926406
type,side,qty,symbol,price,oid,remark,2023-09-29T12:01:37.926931
type,side,qty,symbol,price,oid,remark,2023-09-29T12:02:12.398750
type,side,qty,symbol,price,oid,remark,2023-09-29T12:02:12.400587
type,side,qty,symbol,price,oid,remark,2023-09-29T12:02:25.826058
type,side,qty,symbol,price,oid,remark,2023-09-29T12:02:25.826854
type,side,qty,symbol,price,oid,remark,2023-09-29T12:03:01.011021
type,side,qty,symbol,price,oid,remark,2023-09-29T12:03:01.011166
type,side,qty,symbol,price,oid,remark,2023-09-29T12:03:34.605123
type,side,qty,symbol,price,oid,remark,2023-09-29T12:03:34.605319
type,side,qty,symbol,price,oid,remark,2023-09-29T12:07:28.090281
type,side,qty,symbol,price,oid,remark,2023-09-29T12:07:28.090618
type,side,qty,symbol,price,oid,remark,2023-09-29T12:08:10.003593
type,side,qty,symbol,price,oid,remark,2023-09-29T12:08:10.003836
limit,buy,50,NIFTY23O0519600PE,52.6,230929601337184,entry,2023-09-29T12:08:35.710296
type,side,qty,symbol,price,oid,remark,2023-09-29T12:09:46.493228
type,side,qty,symbol,price,oid,remark,2023-09-29T12:09:46.493462
type,side,qty,symbol,price,oid,remark,2023-09-29T15:13:18.031540
type,side,qty,symbol,price,oid,remark,2023-09-29T15:13:18.031954
limit,buy,50,NIFTY23O0519600PE,64.9,230929602295995,entry,2023-09-29T15:13:45.148541
limit,sell,50,NIFTY23O0519600PE,63.3,230929602299218,tp,2023-09-29T15:14:15.479618
market,sell,50,NIFTY23O0519600PE,19.9,230929602299224,global_sl,2023-09-29T15:14:15.532035
market,sell,50,NIFTY23O0519600PE,19.9,230929602299242,global_sl,2023-09-29T15:14:15.700375
