type,side,qty,symbol,price,oid,remark,2023-09-26T00:10:41.294206
type,side,qty,symbol,price,oid,remark,2023-09-26T00:53:59.737246
type,side,qty,symbol,price,oid,remark,2023-09-26T00:53:59.738270
type,side,qty,symbol,price,oid,remark,2023-09-26T01:01:54.946903
type,side,qty,symbol,price,oid,remark,2023-09-26T01:01:54.947129
type,side,qty,symbol,price,oid,remark,2023-09-26T13:09:46.301607
type,side,qty,symbol,price,oid,remark,2023-09-26T13:09:46.302751
type,side,qty,symbol,price,oid,remark,2023-09-26T13:10:18.697532
type,side,qty,symbol,price,oid,remark,2023-09-26T13:10:18.697842
type,side,qty,symbol,price,oid,remark,2023-09-26T13:29:08.818439
type,side,qty,symbol,price,oid,remark,2023-09-26T13:29:08.819032
type,side,qty,symbol,price,oid,remark,2023-09-26T13:29:53.764427
type,side,qty,symbol,price,oid,remark,2023-09-26T13:29:53.764745
type,side,qty,symbol,price,oid,remark,2023-09-26T13:30:51.508868
type,side,qty,symbol,price,oid,remark,2023-09-26T13:30:51.509516
type,side,qty,symbol,price,oid,remark,2023-09-26T13:31:33.634389
type,side,qty,symbol,price,oid,remark,2023-09-26T13:31:33.636203
type,side,qty,symbol,price,oid,remark,2023-09-26T13:32:54.048456
type,side,qty,symbol,price,oid,remark,2023-09-26T13:32:54.048944
type,side,qty,symbol,price,oid,remark,2023-09-26T13:34:59.904014
type,side,qty,symbol,price,oid,remark,2023-09-26T13:34:59.904617
type,side,qty,symbol,price,oid,remark,2023-09-26T13:38:51.432352
type,side,qty,symbol,price,oid,remark,2023-09-26T13:38:51.432994
type,side,qty,symbol,price,oid,remark,2023-09-26T13:42:08.380731
type,side,qty,symbol,price,oid,remark,2023-09-26T13:42:08.381104
type,side,qty,symbol,price,oid,remark,2023-09-26T13:42:58.950714
type,side,qty,symbol,price,oid,remark,2023-09-26T13:42:58.951466
type,side,qty,symbol,price,oid,remark,2023-09-26T13:46:01.769188
type,side,qty,symbol,price,oid,remark,2023-09-26T13:46:01.771256
limit,buy,150,NIFTY23SEP19600PE,30.9,230926601897361,entry,2023-09-26T13:46:26.296704
type,side,qty,symbol,price,oid,remark,2023-09-26T13:50:00.811484
type,side,qty,symbol,price,oid,remark,2023-09-26T13:50:00.812085
limit,buy,150,NIFTY23SEP19600PE,30.65,230926601918766,entry,2023-09-26T13:50:26.314948
type,side,qty,symbol,price,oid,remark,2023-09-26T22:34:12.525422
type,side,qty,symbol,price,oid,remark,2023-09-26T22:34:12.525953
type,side,qty,symbol,price,oid,remark,2023-09-26T22:36:04.757156
type,side,qty,symbol,price,oid,remark,2023-09-26T22:36:04.757584
type,side,qty,symbol,price,oid,remark,2023-09-26T22:37:45.508662
type,side,qty,symbol,price,oid,remark,2023-09-26T22:37:45.508948
type,side,qty,symbol,price,oid,remark,2023-09-26T22:41:26.906509
type,side,qty,symbol,price,oid,remark,2023-09-26T22:41:26.906680
type,side,qty,symbol,price,oid,remark,2023-09-26T22:45:35.941588
type,side,qty,symbol,price,oid,remark,2023-09-26T22:45:35.941736
type,side,qty,symbol,price,oid,remark,2023-09-26T22:45:42.564274
type,side,qty,symbol,price,oid,remark,2023-09-26T22:45:42.564444
type,side,qty,symbol,price,oid,remark,2023-09-26T22:55:24.503606
type,side,qty,symbol,price,oid,remark,2023-09-26T22:55:49.887521
type,side,qty,symbol,price,oid,remark,2023-09-26T22:56:14.091455
type,side,qty,symbol,price,oid,remark,2023-09-26T22:57:05.320001
type,side,qty,symbol,price,oid,remark,2023-09-26T22:57:38.075806
